,review,rating,sentiment
810, The swimming pool is too small and there are no fun facilities. It is only suitable for executives who have frequent meetings and business negotiations.,3,0
815,"This hotel is very different from the rest of the hotels you will see on the strip. It doesn't have that same kind of ostentatious feeling. Instead, it is very much a futuristic kind of hotel, which is evident from the architecture alone.",4,1
816," The location is incorrect, repeat the sign, The countdown hotel has been correctly marked at 800M north of this sign,",1,0
819,"1) Walk too far from shuttle
2) Breakfast is so bad; I order a coffee and not serve even my ham & egg came
3) Bath towels are not good quality
4) Not value for money",1,0
820,"I think it is haunted... to dark, it",1,0
821,之前已经在主界面写了，载补充一句，连浴袍都是脏的 袖口有红色的血迹的 简直无语。所有开关还都很不好找到。无语死了。,1,0
822,因为带着孩子，前台办理入住时间很久！！快5点才让我们入住！！！服务态度也很差 ！一直让我们等,1,0
823,我不知道这个酒店算几星级的，我只知道这个酒店居然都不擦马桶盖，本来想着多花点儿钱享受一下，却遇到这种事情。整个酒店硬件可以，软件无语。,1,0
824, Disappointing food and service quality,1,0
829,"Londoner provides the taste on London, a red English bus outside, and guards dressed as English soldiers wandering around. Plenty of shops in Londoner, clothes, shoes, bags. Fancy luxurious restaurants, and even an apple store. Exquisite …",5,1
830,I really love this very unique and very Class..Amazing place,5,1
831,"Excellent atmosphere, good restaurants and gift offerings.",5,1
832,stayed for 2 nights overall experiences was good,5,1
833,Tiny London in the heart of Cotai Strip,5,1
834,It is not like in Macau.,5,1
835,"(Translated by Google) Hi Residence Sheraton Hotel Macau Taipa
A high-end restaurant with enough seats and a spacious lobby. Famous selling points are Halibut Steak, Hainanese Chicken Rice, Duckbread Noodles, Special Drink …",3,0
836," A good check-in location for Macau travel, the service and food are very good, it is best to call two days in advance to make an appointment",4,1
837, The buffet breakfast (Hua Ting) provided by the Londoner’s accommodation is only available to guests. You must try it when you stay. The service is good and the food is of good quality; the special breakfast (lobster,5,1
838," The Londoner Hotel, Macau Huating produces very good products, attentive service, good environment, and famous tableware.",5,1
841, not bad,4,1
843," The message here is wrong should be the Wenhua Hotel. This place should be hotel man Va, not hotel Lou Va.",1,0
845, Is there a webpage? How to make a reservation?,2,0
846, This dessert tastes good,5,1
848,"Dark, dingy, dirty and loud",2,0
850,They were banging on my room door and asking me checkout quickly due to incoming guest at 2pm. Checkout is at 12am. :(,1,0
851,"Having travelled to around 30 countries and stayed in dozens of hotels this was the WORST place I have ever experienced. Rude staff, smoking everywhere, used by hookers roaming the streets outside and with no wifi in rooms despite promises …",1,0
852,This room was disgusting bed so hard the floor would have been softer found cockroaches in cubboard the pillows smell bad blanket was too small to cover 2 people and the service hmm what servive there rude and not speak english not …,1,0
853,"An expensive hotel with a crappy room and a dirty toilet. You paid far away more than what you get in exchange. The location is pretty good, but there are some prostitutes around who can make you feel a bit uncomfortable. The hotel is a bad choice, and a bit smelly as well",1,0
854,not great,1,0
855," If your request is just sheltering from the wind, you have the ability to sleep with your eyes closed, which is very suitable for you, but compared to the same price in Hong Kong, the quality of accommodation in Macau",1,0
856," The five-person room is full of smoke, and the room is next to the Shenming Hall. The scent of worship is still flowing into the room from time to time. The quilt keeps the skin itch, except for the cheap price, it",1,0
857," Only wifi and toilet paper are available, others are rotten",1,0
858," I'm so fortunate that I arrived late in Macau, played at the casino, and spent a short time here.. I just slept because I didn't have a room in the peak season, and I'll pay more and go to a better hotel again.",1,0
859," I was crying because there was no room in the polar water pot, I came to eat mustard, I heard the noise of the hallway,",1,0
860,It has a delicious Chinese food with great service.,4,1
861,"Beautiful view from the window. Twin room is very big (comparing to the hotels in Hong Kong), clean. 80-90's design (interior and exterior). Sometimes you can catch the special offers, so room costs same as hostel. Highly recommend.",4,1
862,Nice budget hotel in Macau. A bit far from main attractions of Lucknow and for the bus you have to walk approximately 1.5 kms. Room size is small.,3,0
863,"Nice hotel - i found deal with triple room for half price, and room was beautiful :)",4,1
864,I think the hotel is a little under the standard. Not the most commen facilities you can get there. When I was there I could not get internet connection. The bathroom was not that clean. The soap container was broken so the liquid of the …,2,0
865,Price. Location,4,1
866,Good👍,4,1
867, Just near here in PATANE MACAU.,5,1
868," It feels like a cheap motel in Korea, but it was more expensive than I thought and the reception was friendly but I couldn't speak Korean and barely spoke English. The hotel was quiet and not bad overall but the",3,0
869," The hotel with a high cp value in Shalitou can overlook the Inner Harbor, Lisboa, and the tourist tower.",3,0
0,"Bed bugs !! A lot of bed bugs bites and manager have difficulty to deal with it !!
Party at the rooftops until 3 AM and a lot of music and noise se we can't sleep !!",1,0
1,Terrible toilets,1,0
2,Used to be my go-to stays whenever I wanted to stroll Pasar Seni areas. Stayed there for 3 times before but unfortunately my last time experiences was hideous. I went there last Saturday and booked double room (2-tier room) two days before …,1,0
3, Do not write that you have WiFi when it is not there. Everyone is sitting at the reception to get a WiFi connection. Absurd!,1,0
4, Ok I,1,0
5, Dirty,1,0
9,"The private rooms are fine for the price, but VERY damp and pretty claustrophobic (zero natural light). Staff in general is fine, but the manager (?) curt and borderline rude. Booked in part for their rooftop bar of which nowhere in the …",2,0
10,Nice budget hotel. Quite reasonable but the arrangement of the plug needs to be fixed and changed its location for better usage for the customers. Clean and cozy room. 👍🏻,3,0
11,For urgent I stayed der it low budget hotel can afford for emergency purposes,2,0
12,Got small hotel room. But quite nice and cozy to stay around the KL city. Service from the employee was nice and fine.,4,1
13,Just ok.. but the smell of tobacco from smoking is too strong on 2nd level.. I hope they can improve better..,3,0
14,Went there for the deal. Rm80 for 2 queen size bed. Not bad. But the weird thing is how inconvenient the sockets for charging placed too high away from the bed side table. Had to placed a kettle on a chair because the socket too far away …,3,0
15,"The room smelled bad and we had small roaches on the 2nd day. Hot water was not working, and the mattress is not 5 star as advertised. The staff however are friendly, and food nearby is good.",2,0
16,"Good choice business hotel. Clean and spacious room and courteous, friendly and helpful staff",3,0
17,Not so good environment and a little creepy. The hotel reception can even ask me which hotel did I book. They had 2 hotels name registered under same roof which kinda weird. Could not see much reviews before booking. For price it's worth for 4 people. Cleanliness is below par as the floor was a little oily,1,0
18,"The hotel was clean and quite nice for that price, in nice area too, cafes and shops around the hotel and open till midnight. The only one I complain is lift is not work properly, can go up to 3rd floor but can't go down, emergency stairs for go down 😀",3,0
19,A great budget hotel with clean and pleasant rooms. Roads leading to the hotel is rather narrow due to indiscriminate parking by motorists in non parking side of the roads.,4,1
21, Check in smaleman,5,1
23,"old place, room filled with insects",1,0
24,please read carefully.good value 4money.clean.freindly & close 2 food n shopping. But..beside hotel there is a heavy rock training center who starts rocking guitar & drums from midnight till morning. so u can never sleep..when we asked …,4,1
25,The room was clean and nice .. The price also cheap.. 👍,4,1
26,"friendly reception, good location 2 shop and is reasonably clean but no lift only stairs. toilet covers are worn out and one stained cushion chair in room..simple things if done can make it much better. add 2 shelves in each room.",3,0
27,The bed smell so nice and the room looks very clean,5,1
28,"Overall is fine and good, only car park is hardest to get. There is a Arab Cuisine at downstairs, very nice and prices also fair enough.",4,1
29,"If you plan for 1 night only, it will be ok.
1. The parking during day is hard to get, but there are more parking available during night. …",3,0
30,"Place very nice, staff friendly, you can improve",4,1
31,Good hotel and cheap price but need some improvement in cleaning.,4,1
32,Near to shopping mall banks etc,3,0
33,"Hot water not working, no ventilation, elevator is a bit scary. But it's cheap, convenient spot, easy to look for anything",2,0
34,Great location between Petaling Jaya and K.L. city centre.,2,0
36,It provides comfortable room at a very reasonable price.,3,0
37,Overall had a very pleasant stay except the hot shower not working.,3,0
38,"It's pretty clean, staff are friendly only thing no parking.",3,0
39,Small rooms. You can find everything near by,3,0
40,nice,3,0
42,Nice restaurants around,4,1
43,"Super unclean hotel, water leaking in almost all the possible areas of the rest rooms!",1,0
44,Sucks hotel ever. The worst ever I had been stayed in my life,1,0
45,Not Full Fill The Deal Asking more 30 Ringgets,1,0
46,"Bad place. Rooms like graves, Very dirty. And bad stuff.",1,0
47, choke on blood,1,0
48," Pretty run down, dirty and renovation urgently needed. The reception is no longer occupied, you have to in the adjoining house and serve. The air conditioning is broken, you will take care of it when I'm back from the",1,0
53,"Such a bad place to stay for long term! The manager (Malay guy) are superb useless and staff (Indian girl) are extremely rude! Owner of this hotel,please do take serious action before your hotel fall bankruptcy!!!",1,0
54,"Bathroom smell too much and dirty , Rude Indian staff",1,0
55, The black and ugly men's kitchen staff is very rude and annoying !!,1,0
56," Cheating with money, be careful",1,0
57,Nice value for money for backpackers. Toilet is share between male and female. Comfortable and clean,3,0
59,Peacefull surrounding and humble staff,4,1
60,It's was good,4,1
61,Travellers-friendly hostel.,4,1
63,fantastic place.very cip price n all near from this place,5,1
64,"suits me,guess.
i like a kind of quiet,have ur own privacy kind of place.
and this place suits me. …",4,1
65,Very cheap backpacker guest house. The room we stayed had private bathroom. Covers basic needs of sleep and the rooms are clean and tidy. Staff is friendly and helpful. Nice terrace to hang out in the night with other people from the guest …,4,1
67,Good place to stay...,5,1
69,"I would give it less than one star if I knew how.
I booked via a website like 6 hours earlier and by the time I reached the place I was informed that the room I booked was given to a bunch of people that …",1,0
70,"Stayed one night on a trip earlier this month. Everything was fine. The hotel location is pretty good itself. Transportation was offered to areas of interest. BTW; very good service & advice. Dirty room Door didnt close property. Im not talking in general, but specifically for this OASIS guest house.",5,1
71,"It was okay to stay in that guest House. The room was small with no window but the city is so loud we were happy to have a silent room.
Bathroom was okay. …",3,0
72,"This was a tough review to write...
On the one hand: it's cheap, it's in a prime location, it has a wonderful rooftop patio, it includes a free (basic) breakfast, and there's always clean water to …",4,1
73,"PODs has been a fav joint for many of us to hang out in, discuss books & to just chill while having yummy meals. The folks who work there are more like friends & family.love the laid back ambience as well.",5,1
74,Love the foods... really nice..will come again here someday after this..,5,1
75,I stayed here for 10days. They not change the bedsheets and towel. They not even clean the toilet and bathroom at all. Very smelly. I was asked for resit for my payment during check out. That also not given. Very bad service. Very very disappointed,1,0
76,"Quite a nice quiet small joint - a heaven for backpackers accommodation. English breakfast served. The rates are quite pocket friendly more-sore for budget travelers. Its a few meters to KL Central making connections to any part of Malaysia easily accessible including airport train, bus and taxi transport",5,1
77,"Cosy environment, friendliest staffs, extreme convenience especially with access to public transports ! Such a great place for backpackers ! There's a family-friendly cafe too !",5,1
78,"I thought the location was great, right next to KL Sentral and Little India. Some amazing food places are located right next door and it’s a perfect place to stay when exploring the city. They also have a rooftop hang out area which was really nice. I enjoyed my stay.",5,1
79,Decent price with a comfortable bunker bed. Personally prefer the upper deck as the side rail can be used to hang the clothes. There is a cozy living area on the ground floor. …,5,1
80,"Always when I visit KL stay in this hostel.
Is a great location, rooms are very clean, comfortable beds, extremely friendly and helpful staff and roof top. I think is one of my favorite hostels looking forward to come back.",5,1
81,"I spent two weeks. Would stay longer.
I like the location. It's close to Little India and 2km from Chinatown. …",5,1
82,"The beds are comfortable, ducted air conditioning is perfect. It stops it being hot, but is not too cold. WiFi works well everywhere. And they do lots of little things to make staying there enjoyable.",5,1
83,"This hotel is a decent hotel. The room is huge, and clean. Toilet just okay but ive seen better rooms with cheaper price. Oh and the room is not sound proof. I suggest that only open minded people as well as single people stay here cause …",3,0
84,Nice Chicken GCB almost same like MacDonald and very cheap!,5,1
85,"Rat stole my chocolate!
Should put air freshner...
Smell inside so disgusting... …",1,0
86,"Not the best hotel that I stay , at least if you want a one night staying . Can say it's the best.",3,0
87,Just nice for the bargain price.juz that its better if u can change the wardrobe that already broken n upgrade ur water supply for drinking purpose,4,1
88,Counter Service need much improvement. The only memorable experience is hourly charge for late check-out. Even on no crowd weekdays. Durian smells on 2floor.,1,0
89,"really great deal, next to tesco, convenient. also clean and great wifi.",5,1
90,Clean small room with basic neccessities....,2,0
91,Very nice hotel..... And friendly services,5,1
92,Affordable and yeah comfy,3,0
93,Good.... value for money.. Satisfy cleaning. Helpful reception,5,1
94,Very strategic unit! Nice staff. Clean place,5,1
95,"Surpases the expectations set for a sub 10 USD/night hotel, over all a really good deal. …",5,1
96,Dirty blanket..ask the staff to change it but still no respond feel little bit dissapointed,1,0
97,"Clean, not smelly and calm stay. Good stay with cheaper price. Had a great sleep. Will sure choose to stay here more often....",5,1
98,"Super cheap rm39.39/room if book from agoda. A simple setting.got kettle,mineral water x2 provided,no coffee tea. Old version flat screen Tv cant connect with usb but with hdmi,but the tv wall design made it hard to reach the hdmi slot.",3,0
99,"Prepare not maximum. I'm checking, bath towel haven't, plastics small bin not set up. I'm set up by my self. Wash room floor still wet and smell.",3,0
100,Small room and room pic is not same with the advertisement on Agoda,2,0
101,"Clean and comfy, suitable for business trip",5,1
102,"Afforadble Budget hotel near KL sentral/Brickfeild at a 4 storey building. Easily accessable. Single rooms as low as rm50/night. Family rooks rm120/night.Value for money Facalities such as 24 inch TV, Mini fridge, Water heater,coffe making …",4,1
103,"Book on Agoda. Pics show was totally different. Corridor was dark no light. Room was small, old and dirty. Area felt unsafe, not a good neighborhood. After check - in , on seeing the condition. We decided to move out straight away. Waste of money booking this hotel. Never stay here again.",1,0
104,Checked in at about 3.50 am and decided to go and have some food. Came back at 4.20 am. and couldn't enter the premises. The receptionist was nowhere to be seen. There were some guys as well who were locked out. I called my wife to come …,1,0
105,So bad service. They wanted to charge me 50 rm just because I broke one of cups (glass) is usually a few rm and when I want to refuse supervisor ask me my nationality what a racism. Their attitude depends on your nationality I cannot …,1,0
106,Bad service!! Rude receptionist! Not recomended. Dirty room.,1,0
107,Lousy dishonest hotel. Call up $128. Reach there front desk insisted $148 per night,1,0
108,It’s very dirty place with rude receptionists,1,0
109,Not friendly at all,1,0
110, Nice hotel..but if in 3rd floor only there is no water ...,1,0
111, Comfortable. Always stay there. Clean,1,0
113,Said smoke free in the advert but actually its not even true. The bed is very comfortable. Best friendly experience with the staff named Shaiful,3,0
114,Run down hotel. Rats and cockroaches everywhere. You get better quality rooms in any nearby hotels for the same price category.,1,0
115,"Bedcover not white anymore... Stair to room its very tight... But price make certain about quality sih ya... So, suit with the price lah ya...",2,0
116,"Approprite to people who need low price hotel dan only stay for short period. The facility is standard, there are family room for many people and single room for one till two peoples. Can find and book this from traveloka.",3,0
117,It's cheap hotel and reasonable price..... I like it.....,5,1
118,"Budget Room,Good",4,1
119,Cheap hotel in Kl,3,0
120,Best Budget Hotel,5,1
121,Can stay for emergency only,2,0
122,great place,4,1
123,High hospitality attitude from staff and near to the mall,4,1
124,Old Hotel.. Nothing special but the bed was so comfortable n room was clean.,4,1
125,"It's an old budget hotel. All the basics, don't expect so much. Room rates are on the cheap.",3,0
126,"The hotel is very good talking about cost-quality. I can said i got a good service here and i got a nice view to the front street. There are AC, Fan, Water Heater, and even a Fridge. The Hotel is good looking at its price. There are some …",5,1
127,Good service & low price.👍👍👍👍👍,4,1
128,"Room rates are very good, low prices with good room condition. Unfortunately the water in the bathroom were dirty and the air condition weren’t working well.",4,1
129,Hotel lobby is located lower ground. Staff is very helpful especially Sattar. Rooms are clean and spacious.Located beside Sunway Putra Mall.,5,1
130,newly furbished hotel in the area chowkit and nearby Sunway Putra Mall,5,1
131,"First hotel nearby pwtc, sunway putra mall",5,1
132,"First nearby hotel from pwtc ,sunway putra mall",5,1
133,The room was a nightmare!!! I’ve got to be a killer to a lots of cockroaches. The smells from the bathroom plumbing was quit terrible plus there’s hair everywhere. Not gonna be a customer again.,1,0
134,The staff kind of lazy in communicate with the customer,2,0
135,Reception area impressive clean. Head to room 1 at floor will notice there is a second hotel. The roach motel is packed from lift to room. Was busy killing roaches from check in to out. Stained bedsheets with body odors on sheets.,1,0
136,"This hotel was nearer to kpj ampang, there have a big room and clean but the air conditioning was not functioning well it was very hot..i hope you can improving and service your ac.",3,0
137,Poor service @check in! my room i booked stated have window! but when check with reception! not available! room no drinking water and no toilet paper!! 1 night stay then book different hotel!,2,0
138,"Very bad attitude the staff very rude , they no respect The customer",1,0
139,"Fairly decent budget hotel. Great location, just cross the street to get to KPJ hospital, lots of eateries, convenience stores around. Helpful and considerate staffs at the front desk.",4,1
140,The place is nice and neat. Only things car park very hard to find. Nearby very convenient wt shopping mall,4,1
141,"All are good, just a pillow is too old( its make my head itchy) overall is OK. Thanks",3,0
142,Clean & comfortable stay.,5,1
143,"Toilet is dirty.
Not provide any towels
Not very comfortable",1,0
145,Super cheap room(agoda rm43.44) but good standard room& location. I recommend!,5,1
146,"Very3 cheap room. Got it for below Rm50 from Agoda. Deposit just Rm20. Room with queenbed,hot shower, Tv,kettle,Cup,coffee sachet & wardrobe + great location makes it Super Value!",5,1
147,"stayed 2 nights, room was ok, worth with price, quiet, location awesome, walking distance to jln alor, hotel parking got 3-4spots behind the hotel, but can park beside hotel (night time), jz beware of ppl asking for 5rm if parking behind hotel supposed to be free. besides that, great budget stay. mattress can consider changing tho:)",4,1
148,Air-cond fixed @ 18°c can't adjust. And suddenly starts sweating mid of night due to they off Air cond.,1,0
149,"Still can compete!
Just the air cond not really working well",4,1
150,Thanks so much,5,1
151,Good place to stay. Cheap but hard to find a parking space. Only 4 parking space were provided by the hotel management. It's located back of the building. Not safe. Only 9 minutes walk to lowyat and time Square,3,0
152,Room was ok....but the receptionist was bad.... I'm booking from booking.com....pay at counter....got extra hidden charges....n also parking very expensive .....,2,0
153,I go there by walk in the out side price is rm 70 whene i go inside after register rm 90 n 20 rm is deposit . then when i said i want to cancel she said if registered ready cannot cancel,1,0
154,Good experience,4,1
155,Budget hotel looking good .. but parking no more space..,4,1
156,I stay some time this hotel superb and good services,5,1
157,"Actually for those someone whose not very typical.i think this surounding here is very likeable.u got bus station just in front that hotel!
Bank area.econsave.alot of food stall.
Such a easy.",4,1
158,ok,2,0
159,Bad condition,1,0
160,I love this hotel,5,1
161,Very good condition,5,1
162,Stay is good. Budget friendly.,3,0
163,Nice place to get parking and food and Economy place for stay in.,5,1
164,Very low cost service and not a good place to stay,5,1
165,Nice & Good place to holiday overnite in new wave ....,4,1
166,The prices are affordable and the services are so good.,4,1
167,Very adequate facilities. Quiet n peaceful (even on weekends).,3,0
168,Affordable accommodation. Cannot expect more.,3,0
169,"The indian woman use bad language with customer, melawati hotel did not care with online booking even state come early. Not recommended this hotel. Very bad",1,0
170,Not bad for backpackers... 😉😉😉,3,0
171,Ok,5,1
172,cheap and comfortable,5,1
173,ok,3,0
174,best place for budget,3,0
175,"If i could not give a star I would. We arrived in KL super late, so booking a cheap hotel for a night was a reasonable thing to do as we always did so with other cities. We did not expect to see such a low standard !!! We stayed in hotels …",1,0
176,"Bad experience in this Hotel : dirty room, no windows, smell bad, impossible to take a normal shower water is too hot or too cold , the ceiling is broken with a lot of rot inside, also a condom was there. The guy who working During the …",1,0
177,"Cant manage to stay longer there. Check in 11.30pm,check out 9am. Even shower and water tap very slow.",1,0
178," In essence, a terrible garbage, although the outside looks relatively normal. Inside the hole is a hole, small rooms with dirty unwashed laundry. Toilet shower say terrible - it means not saying anything. Strongly",1,0
179,"(Translated by Google) - The bed is dirty.
- Wi-fi did not work, the administration did not solve the problem
- Air conditioning did not work …",1,0
184,"It's an ok inn to stay with moderate price.. Only good thing is it has by hour rate which is good to rest, meet & play.. Room is clean and bathroom has hot shower",2,0
185,"The place itself was run of the mill, but the place is located directly behind a plaza wherein a dozen singers, rappers and death metal growlers sing all night. Not to mention construction work starts early in the morning so say goodbye to …",1,0
186,"The reason I gave 1 star because their services were horrible.
1) lack of privacy- my partner and I were shared a room with one Vietnam lady. We were fine with sharing a room. But her attitudes was made me mad. She was not …",1,0
187,The concpet of this hotel is ok but the people who work there is totally UNACCEPTABLE. This I especially dedicate to the HOUSEKEEPINGTeam. My mistake is I had left one of my things at there. I din realize until i went back home at night and …,1,0
188,"Best location but cleanliness is not maintained throughout.Staff is very aggressive, unhelpful,unprofessional.They dont need more business.Careless about guest,lockers are broken.",1,0
189,Screw up my vacation,1,0
190,not good 🤮🤮🤮🤮🤮🤮🤮🤮,1,0
191," The location may be good, but the outside is very noisy (live bar is nearby .. but I can't sing too much). It doesn't have any soundproofing. The room I changed to say I couldn't do is blocked all over and reminded me",1,0
192," The location is ok. But no longer, I want to stay here",1,0
193, Cool,1,0
195,"Room is okay and affordable. But that day no shampoo nor soap -_-
Mirror obsession. Don't understand need two large mirrors above and infront of the bed",3,0
196,"Nice room and comfortable..affordable price, good service, everything provided, clean bathroom and friendly staffs ...👍👍👍👍",4,1
197,Yest night 3/8/2020 I had to look for hotel for my friend who is travelling to Perak from TBS the next day 4/8/2020.We went to check on the room here and the Bangladeshi counter guy mention the availability and price.Due to budget concern …,1,0
198,"It's not bad, if the place was cleaner then it would been a better experience but overall not bad",3,0
199,"The moment I came in , there was cockroach skittering around the floor, the furniture are rly dirty and worn out, toilet mirror are dirty and walls mirror on top view and back are creepy, wifi is horrible. I definitely would not come back here again",1,0
200,"The whole cockroach family is running around in the room, toilet seat with stains. Although the compare to the price, not much to complaint, but the cockroaches in the rooms are totally unacceptable. At first the staff told us they will …",1,0
201,The Advantages: Cheap and affordable. The bed was sooooo comfy the comfiest we have ever slept on. The shower is very good. Asked for a clean towel at 10am but the reception said he'll send. There are a lot restaurant nearby. A small make-up table with mirror. A very warm welcome late at night.,5,1
202,Nice n cimfortable but a bit noisy outside wt poople talking. Tq,5,1
203,The place looks scary. Broken doors (the safety locker have been removed). No hair dryer. The cleaners were too noisy ( they were talking and laughing out loud ) which woke me up. In general the room was not bad. Clean and good bathroom.,2,0
204,"Bad experience, improper condition.
Cleanliness sucks. Bad service.
Highly not recommended.",1,0
205,Ok,1,0
208,"Cheap hotel. Bad experince. Bad service.
Room is creepy.
There is no water in the toilet.
Won't come back",2,0
210,Reasonable price and clean..,3,0
211, Everything is ok,3,0
213, Clean and comfortable is very satisfying,4,1
215,"Booked this hostel, they did not have rooms available even if they were shown in the Booking. Com. We were relocated to another branch which wasn't too far, but they didn't have twin rooms, and prices were higher. Super-small bathrooms, …",3,0
216,"First of all, if I can give zero stars I would, but I’m giving one. Hygiene is out the window. The area is super eerie. Filled with drug addicts and a very very bad aura. Staffs were okay, they tried their best, but make sure you don’t bump …",1,0
217,"Receptionists are very accommodating, comfort rooms are clean and close to tourist spots within the city. Big and small restaurants are located nearby. The only thing for improvement I could probably think will be the interiors of the guest …",4,1
218,"Worst place I've stayed in Asia. We got so many bites from bed bugs that we had to move to another hotel at 3am. No refund offered and the guy working there even accused us of bringing the bed bugs there, despite the fact that the room is …",1,0
219,"Horrific. No towels, no blankets given, literraly no air in the room. Mattreses are covered in plastic. So dirty and disgusting, I'd prefer to call it zoo",1,0
220,"cons- This is a budget hostel so you get what you paid for. That being said, there were only two bathrooms for the whole place, with probably at least 20 guests. The bathrooms are also right in front of the sitting/eating area where lots …",2,0
221,Probably it's the first time i have such a negative experience in a hostel and i have to leave before ending my booking. A/C was on the whole night full power without possibility to turn it off. I didn't get the money back for the second …,2,0
222,Ok place. It was difficult to locate. They have two submarine guest house. One is also in China town. There was a bathroom problem on my stay but they fixed it. Sheets are not clean. Bed is bit uncomfortable. But the common area is the …,3,0
223,"alot of bed bugs! Couldnt sleep because of the bed bugs, told reception and they moved us to another room which also had them! We had to leave the hostel at 4am and book another one. Not only did the owner not offer us our money back but he …",1,0
224,"Nice hostel with good wifi. I stayed in prive room. It had no windows but still it was comfortable.
The service is nice. We could check in earlier as soon as the room was ready. We also were welcomed with some food :) That was nice after a night at the airport.",5,1
225,"Here is what I found
1. At check in, I have come across a guy who ask to see my booking whomI learned later that he is not even a staff member. I have notify them via whatsapp. No …",1,0
226,Good budget hotel with great price. Good service and the staff also friendly to wards customers. Nice and comfortable room.,4,1
227,The room is clean and the air conditioner is cool too. But the room is a little bit small and the toilet downstairs very smelly and the lock cannot use. Luckily the toilet upstairs is ok to use but a little bit dirty. I think it is good …,3,0
228,"Good location in a busy center for a short trip. I was given a bed below, as I requested, a room for women on the 2nd floor. …",4,1
229,Avoid - disgusting hotel and scamming staff. The room was moldy and the sheets were not clean and smelled. We stayed here and extended for two nights and were overcharged. When we tried to resolve the problem with the receptionist she …,1,0
230,This hotel is one of the worst hotels I've stayed in. The staff is not nice and the rooms are very small like lion's troughs and dirty toilet and there is a short Chinese girl receptionist who is very ugly behavior and does not respect the guests. I will not go back again..worst night in worst hotel,1,0
231,We found a cockroach in the room but ignored it because it was still a cheap hotel. But then there was a lot of water dripping from the ceiling during the night and the whole ceiling was damp. We only realized the weird sound at that time …,1,0
232,"Affordable small but cleat rooms in a amazing location. Sound isolation could be better but for a short stay its a good value.
The staff are friendly and helpful.
Good common area if you need some work done as well.",4,1
233,Good and near to attraction. Clean shared toilet. And nice bed.,4,1
234,"I booked thru Airbnb. Location is great, close to everything I wanna see. The experience is good until you see the room. It's tiny and bathroom is super dirty. I didn't even wanna use it. If you are 6' you can barely stand up straight in …",2,0
238,I'm happy with the attitude given by the receptionist last night. She was very helpful and polite. But the rooms are terrible. So dirty and not well cleaned. The toilet are horrible. Got stains here and there. Can't sleep with the uncomfortable condition of the room. I'm sorry but this is my last time there :(,1,0
239,"The worst hotel i ever stayed! Dusty room/bed , broken air-conditioning , dirty bathroom and even the room lock not safe! This place can make place for the animal to stay!! I don't like to complaint but worst and don't worth your money. We can pay RM30(for room rent) for one night! Please don't consider this hotel at all!!!",1,0
240,"Toilet so terrible.. got leakage.. water pressure very slow,, staff good enough so polite..",1,0
241,Very bad services. our toilet flush not worked and water shower is not properly worked. air cond was bad(not adjustable and not covered). ceiling room was leaked and water is dropping until morning. lobby receptionist action so awful with no smile and help. absolutely a very bad experience here. Totally not recommended.,1,0
242,"I enter the room and on the lights I saw toilet
Lights is not working and I ask one of the staff to change thn thy say now cnt tomorrow only can the end my husband change thn the bed cover totally dirty and Smalling seriously this is 1st time I had this problems hope u all understand thanks",1,0
243,Toilet so dirty! Not recommended,1,0
244,"You know the rating already when your first action upon entering the room is to high 5 a roach. 1 star was given for the heater, the rest are plain awful. Drawer has tons of used cigarettes. Just. Awful.",1,0
245,The worst hotel and hopeless staff ...worst room from oyo...pictures attached for reference,1,0
246,Worst customer service😴,1,0
247,Disguisting,1,0
248,"Payment Order from trivago,/hotels. Com different when I check in. I have to pay more, the receptionist did not familiar with online order...",1,0
249, the worker burns the prayer device until it smells in the room in the morning.,1,0
250, Who knows,1,0
258,The room size is small but the facilities is good enough and the price is perfect. There is wifi but cant connected. The location is like 10mins walking distance from NU Sentral. The location is not heavy traffic and nit noisy. Good for a night stay.,4,1
259,"Nice, clean and friendly staff. Good environment.",5,1
260,Overalls is ok. Staff very helpful and also the room is clean. Hope i cn stay here again when i come to kL. Keep it up.,5,1
261,"Really a nice budget hotel... Good wifi, nearby kl sentral and have many basic facilities😊",5,1
262,Yes it’s very place to stay and ve ry convenient,5,1
263,"if you look for worth it, cheap, clean and comfortable place to stay or fresh up, you can come and stay with us!!",5,1
264,Best value for a budget accomodation. I highly recommend this hotel.,5,1
265,"The bed is smelly. Is a terrible place.
However the worker is nice",1,0
266,near to KL Sentral. Easy to park my car,4,1
267,Nice place. Staff very helpful,5,1
268,The place look like normal budget hotel. But the rooms are so comfortable. But they never give the worker full salary. Cheating over-time payment. I have work for them 2020 without rest day. First the Manager agree to work 8 hours with …,1,0
269,I booked Double Deluxe room and from the picture it has a huge window behind the bed. When I got my room it turned out that only a small side window. No chair and tables as per the picture shown when I booked it. There are a few girls long …,1,0
270, Room narrow .... econ bad ... broadcast tv tah ape2 ... first and last dock here,1,0
271, Smelly. Dah book. But at room xD. It's said that first come first serve.,1,0
278,Good place to juz stay only to sleep...no parking. Breakfast was not worthy...overall bad.,1,0
283,"Facility old , and building seeking dirty.",2,0
284,"Low quality hotel, dirty rooms and hallways, slow wi-fi. Very noisy during the night because of the noise from the street and elevator. Television in the room? 😃 It has a different plug than the malaysian - check out my picture. Like whaaat? 😂 +1 star for the willingness of the staff",2,0
285,Room is so small and shower room too,2,0
